time [s], mxb, myb, mzb, sxb, syb, szb
2.250000e+01, -2.792515e-01, -9.092272e-01, -3.087466e-01, 8.251982e-01, -7.157017e-02, -5.602907e-01
2.260000e+01, -4.855203e-01, -8.221189e-01, -2.973056e-01, 8.508116e-01, -3.742237e-01, -3.688851e-01
2.270000e+01, -6.486337e-01, -6.870961e-01, -3.273732e-01, 7.501088e-01, -6.429606e-01, -1.547206e-01
2.280000e+01, -7.524034e-01, -5.167114e-01, -4.085321e-01, 5.345365e-01, -8.436404e-01, 5.041432e-02
2.290000e+01, -7.950006e-01, -3.213215e-01, -5.145159e-01, 2.355690e-01, -9.469034e-01, 2.188178e-01
23, -7.421059e-01, -1.557206e-01, -6.519432e-01, -1.062499e-01, -9.387584e-01, 3.277860e-01
2.310000e+01, -6.196870e-01, -1.174693e-02, -7.847611e-01, -4.435703e-01, -8.203903e-01, 3.608396e-01
2.320000e+01, -4.484628e-01, 6.363518e-02, -8.915333e-01, -7.284596e-01, -6.086101e-01, 3.145478e-01
2.330000e+01, -2.428962e-01, 8.073972e-02, -9.666864e-01, -9.226714e-01, -3.325322e-01, 1.951916e-01
2.340000e+01, -2.776929e-02, 2.042761e-02, -9.994056e-01, -9.993457e-01, -3.020588e-02, 1.989397e-02
2.350000e+01, 1.639482e-01, -1.087866e-01, -9.804522e-01, -9.478971e-01, 2.566277e-01, -1.887677e-01
2.360000e+01, 2.975932e-01, -2.760971e-01, -9.138975e-01, -7.746483e-01, 4.894591e-01, -4.004371e-01
2.370000e+01, 3.644173e-01, -4.589447e-01, -8.102900e-01, -5.045274e-01, 6.334745e-01, -5.866534e-01
2.380000e+01, 3.350839e-01, -6.369833e-01, -6.942414e-01, -1.745574e-01, 6.701982e-01, -7.213627e-01
2.390000e+01, 2.496595e-01, -7.958672e-01, -5.516027e-01, 1.702473e-01, 5.949030e-01, -7.855611e-01
24, 9.691879e-02, -8.901307e-01, -4.452798e-01, 4.807339e-01, 4.165408e-01, -7.716143e-01
2.410000e+01, -1.027840e-01, -9.312916e-01, -3.494730e-01, 7.154910e-01, 1.621323e-01, -6.795482e-01
2.420000e+01, -3.297558e-01, -8.944389e-01, -3.020598e-01, 8.410130e-01, -1.348345e-01, -5.239434e-01
2.430000e+01, -5.236502e-01, -8.013819e-01, -2.890977e-01, 8.408259e-01, -4.334268e-01, -3.242730e-01
2.440000e+01, -6.705193e-01, -6.531884e-01, -3.517795e-01, 7.138979e-01, -6.913992e-01, -1.109815e-01
2.450000e+01, -7.705114e-01, -4.737950e-01, -4.264158e-01, 4.783618e-01, -8.735995e-01, 8.940871e-02
2.460000e+01, -7.892562e-01, -2.827374e-01, -5.451002e-01, 1.660879e-01, -9.547035e-01, 2.468928e-01
2.470000e+01, -7.198330e-01, -1.110284e-01, -6.852103e-01, -1.776559e-01, -9.231246e-01, 3.409975e-01
2.480000e+01, -5.913259e-01, 1.205917e-02, -8.063425e-01, -5.084304e-01, -7.832193e-01, 3.578632e-01
2.490000e+01, -4.096824e-01, 7.613070e-02, -9.090459e-01, -7.767966e-01, -5.559940e-01, 2.957325e-01
25, -1.942447e-01, 7.251976e-02, -9.782688e-01, -9.489429e-01, -2.700316e-01, 1.630651e-01
2.510000e+01, 1.295056e-02, -1.335301e-03, -9.999152e-01, -9.992540e-01, 3.230611e-02, -2.116244e-02
2.520000e+01, 1.979170e-01, -1.277533e-01, -9.718580e-01, -9.214995e-01, 3.104828e-01, -2.333219e-01
2.530000e+01, 3.021089e-01, -3.128098e-01, -9.004889e-01, -7.251543e-01, 5.279830e-01, -4.420240e-01
2.540000e+01, 3.603448e-01, -4.962394e-01, -7.898722e-01, -4.399038e-01, 6.500287e-01, -6.196349e-01
2.550000e+01, 3.282737e-01, -6.743041e-01, -6.614759e-01, -1.019502e-01, 6.634351e-01, -7.412557e-01
2.560000e+01, 2.137467e-01, -8.217606e-01, -5.282252e-01, 2.389225e-01, 5.653422e-01, -7.894962e-01
2.570000e+01, 6.160610e-02, -9.065374e-01, -4.176059e-01, 5.367682e-01, 3.693092e-01, -7.586110e-01
2.580000e+01, -1.453756e-01, -9.344405e-01, -3.250952e-01, 7.509285e-01, 1.028657e-01, -6.523228e-01
2.590000e+01, -3.623099e-01, -8.858373e-01, -2.898687e-01, 8.515051e-01, -1.981702e-01, -4.854561e-01
26, -5.531301e-01, -7.768661e-01, -3.008757e-01, 8.239850e-01, -4.921021e-01, -2.808632e-01
2.610000e+01, -6.999425e-01, -6.152131e-01, -3.627579e-01, 6.723834e-01, -7.371575e-01, -6.707696e-02
2.620000e+01, -7.867778e-01, -4.241415e-01, -4.484246e-01, 4.185570e-01, -8.992505e-01, 1.271163e-01
2.630000e+01, -7.831310e-01, -2.395755e-01, -5.738548e-01, 9.630372e-02, -9.573643e-01, 2.723585e-01
2.640000e+01, -6.983243e-01, -7.999076e-02, -7.112979e-01, -2.488251e-01, -9.026926e-01, 3.510444e-01
2.650000e+01, -5.640786e-01, 3.607950e-02, -8.249325e-01, -5.696926e-01, -7.425787e-01, 3.521751e-01
2.660000e+01, -3.567388e-01, 7.915236e-02, -9.308450e-01, -8.220702e-01, -4.997388e-01, 2.728768e-01
2.670000e+01, -1.476912e-01, 5.721963e-02, -9.873769e-01, -9.697745e-01, -2.079684e-01, 1.276190e-01
2.680000e+01, 5.331867e-02, -3.007144e-02, -9.981247e-01, -9.934783e-01, 9.417079e-02, -6.428619e-02
2.690000e+01, 2.194892e-01, -1.685166e-01, -9.609509e-01, -8.898112e-01, 3.621374e-01, -2.776555e-01
27, 3.345530e-01, -3.450959e-01, -8.769168e-01, -6.724736e-01, 5.612481e-01, -4.824726e-01
2.710000e+01, 3.545815e-01, -5.399259e-01, -7.633819e-01, -3.724262e-01, 6.624056e-01, -6.500135e-01
2.720000e+01, 3.125094e-01, -7.027586e-01, -6.391152e-01, -2.990818e-02, 6.519041e-01, -7.577114e-01
2.730000e+01, 1.861352e-01, -8.368020e-01, -5.148942e-01, 3.056133e-01, 5.326437e-01, -7.892345e-01
2.740000e+01, 4.606404e-03, -9.209293e-01, -3.897025e-01, 5.892681e-01, 3.192329e-01, -7.421951e-01
2.750000e+01, -1.992852e-01, -9.283357e-01, -3.138123e-01, 7.826594e-01, 4.169594e-02, -6.210521e-01
2.760000e+01, -4.087544e-01, -8.646719e-01, -2.919971e-01, 8.565317e-01, -2.615721e-01, -4.448971e-01
2.770000e+01, -5.868440e-01, -7.465521e-01, -3.134869e-01, 8.030684e-01, -5.471695e-01, -2.359803e-01
2.780000e+01, -7.292138e-01, -5.787946e-01, -3.650261e-01, 6.279277e-01, -7.778621e-01, -2.524596e-02
2.790000e+01, -7.895522e-01, -3.823557e-01, -4.800119e-01, 3.560154e-01, -9.204263e-01, 1.614573e-01
28, -7.758848e-01, -2.117196e-01, -5.942874e-01, 2.534880e-02, -9.554528e-01, 2.940533e-01
2.810000e+01, -6.775569e-01, -5.147667e-02, -7.336667e-01, -3.194677e-01, -8.777589e-01, 3.570430e-01
2.820000e+01, -5.148139e-01, 4.541894e-02, -8.560980e-01, -6.299125e-01, -6.975380e-01, 3.415421e-01
2.830000e+01, -3.221712e-01, 8.698519e-02, -9.426767e-01, -8.620086e-01, -4.419179e-01, 2.482937e-01
2.840000e+01, -9.978054e-02, 4.686063e-02, -9.939054e-01, -9.852443e-01, -1.444907e-01, 9.173926e-02
2.850000e+01, 1.003158e-01, -5.668994e-02, -9.933393e-01, -9.822718e-01, 1.527410e-01, -1.086843e-01
2.860000e+01, 2.471749e-01, -2.074619e-01, -9.465010e-01, -8.526503e-01, 4.108834e-01, -3.227419e-01
2.870000e+01, 3.477194e-01, -3.857597e-01, -8.545646e-01, -6.163853e-01, 5.898551e-01, -5.216706e-01
2.880000e+01, 3.517945e-01, -5.686656e-01, -7.435456e-01, -3.032254e-01, 6.697947e-01, -6.778122e-01
2.890000e+01, 2.863856e-01, -7.428474e-01, -6.051123e-01, 4.165218e-02, 6.356059e-01, -7.708893e-01
29, 1.585984e-01, -8.589415e-01, -4.868942e-01, 3.705508e-01, 4.939940e-01, -7.865507e-01
2.910000e+01, -2.354246e-02, -9.288524e-01, -3.697013e-01, 6.383980e-01, 2.643551e-01, -7.228861e-01
2.920000e+01, -2.321470e-01, -9.240908e-01, -3.035851e-01, 8.075107e-01, -2.056278e-02, -5.894944e-01
2.930000e+01, -4.505188e-01, -8.465922e-01, -2.833981e-01, 8.562361e-01, -3.234795e-01, -4.027664e-01
2.940000e+01, -6.217896e-01, -7.168241e-01, -3.155012e-01, 7.755320e-01, -6.016625e-01, -1.911869e-01
2.950000e+01, -7.434132e-01, -5.452322e-01, -3.873741e-01, 5.777713e-01, -8.160360e-01, 1.629585e-02
2.960000e+01, -7.923937e-01, -3.464066e-01, -5.021102e-01, 2.910760e-01, -9.369317e-01, 1.934781e-01
2.970000e+01, -7.590727e-01, -1.758076e-01, -6.268176e-01, -4.671394e-02, -9.485207e-01, 3.132511e-01
2.980000e+01, -6.501161e-01, -3.167736e-02, -7.591743e-01, -3.876467e-01, -8.483726e-01, 3.605468e-01
2.990000e+01, -4.751746e-01, 5.011543e-02, -8.784632e-01, -6.858783e-01, -6.494739e-01, 3.282599e-01
30, -2.801710e-01, 8.901904e-02, -9.558137e-01, -8.972075e-01, -3.826210e-01, 2.204992e-01
3.010000e+01, -5.737081e-02, 3.572704e-02, -9.977135e-01, -9.952589e-01, -8.151258e-02, 5.305969e-02
3.020000e+01, 1.368026e-01, -8.387291e-02, -9.870412e-01, -9.655016e-01, 2.112309e-01, -1.522764e-01
3.030000e+01, 2.741566e-01, -2.375787e-01, -9.318769e-01, -8.121916e-01, 4.545527e-01, -3.656866e-01
3.040000e+01, 3.462244e-01, -4.240361e-01, -8.368525e-01, -5.559577e-01, 6.167296e-01, -5.572751e-01
3.050000e+01, 3.478043e-01, -6.022316e-01, -7.185745e-01, -2.334177e-01, 6.722018e-01, -7.026101e-01
3.060000e+01, 2.758956e-01, -7.702766e-01, -5.749396e-01, 1.127619e-01, 6.147296e-01, -7.806358e-01
3.070000e+01, 1.274151e-01, -8.804643e-01, -4.566705e-01, 4.331739e-01, 4.528265e-01, -7.793001e-01
3.080000e+01, -7.665651e-02, -9.274352e-01, -3.660434e-01, 6.820274e-01, 2.100042e-01, -7.005261e-01
3.090000e+01, -2.804858e-01, -9.084661e-01, -3.098662e-01, 8.281292e-01, -8.340207e-02, -5.542979e-01
31, -4.952248e-01, -8.175144e-01, -2.939772e-01, 8.497195e-01, -3.840871e-01, -3.611839e-01
3.110000e+01, -6.582802e-01, -6.774688e-01, -3.281816e-01, 7.431545e-01, -6.526564e-01, -1.475160e-01
3.120000e+01, -7.615704e-01, -5.042833e-01, -4.070735e-01, 5.246330e-01, -8.494009e-01, 5.725670e-02
3.130000e+01, -7.905848e-01, -3.172898e-01, -5.237393e-01, 2.236603e-01, -9.487251e-01, 2.233759e-01
3.140000e+01, -7.421173e-01, -1.374677e-01, -6.560217e-01, -1.181009e-01, -9.363909e-01, 3.304910e-01
3.150000e+01, -6.175899e-01, -1.517218e-02, -7.863540e-01, -4.543010e-01, -8.143600e-01, 3.611487e-01
3.160000e+01, -4.359398e-01, 7.211787e-02, -8.970816e-01, -7.377653e-01, -5.988685e-01, 3.115428e-01
3.170000e+01, -2.243168e-01, 7.990514e-02, -9.712349e-01, -9.276811e-01, -3.208448e-01, 1.909617e-01
3.180000e+01, -1.428059e-02, 1.131479e-02, -9.998340e-01, -9.997495e-01, -1.805117e-02, 1.323331e-02
3.190000e+01, 1.607190e-01, -1.084945e-01, -9.810190e-01, -9.432272e-01, 2.675643e-01, -1.968042e-01
32, 3.039032e-01, -2.714940e-01, -9.131998e-01, -7.660743e-01, 4.967409e-01, -4.078955e-01
3.210000e+01, 3.577052e-01, -4.605187e-01, -8.123851e-01, -4.931484e-01, 6.362820e-01, -5.932536e-01
3.220000e+01, 3.386790e-01, -6.430105e-01, -6.869018e-01, -1.615404e-01, 6.697011e-01, -7.248483e-01
3.230000e+01, 2.408463e-01, -7.983021e-01, -5.520025e-01, 1.819374e-01, 5.894860e-01, -7.870229e-01
3.240000e+01, 8.321110e-02, -8.945936e-01, -4.390652e-01, 4.916624e-01, 4.080173e-01, -7.692789e-01
3.250000e+01, -1.124970e-01, -9.343044e-01, -3.382599e-01, 7.216372e-01, 1.519851e-01, -6.753816e-01
3.260000e+01, -3.273663e-01, -8.965368e-01, -2.984176e-01, 8.437689e-01, -1.467638e-01, -5.162503e-01
3.270000e+01, -5.266569e-01, -7.949397e-01, -3.011700e-01, 8.380206e-01, -4.445181e-01, -3.164256e-01
3.280000e+01, -6.858244e-01, -6.395878e-01, -3.472352e-01, 7.066769e-01, -7.000218e-01, -1.028455e-01
3.290000e+01, -7.790865e-01, -4.604208e-01, -4.254843e-01, 4.681927e-01, -8.784247e-01, 9.573748e-02
33, -7.902873e-01, -2.773071e-01, -5.463944e-01, 1.531398e-01, -9.555921e-01, 2.517774e-01
3.310000e+01, -7.216655e-01, -1.047035e-01, -6.842778e-01, -1.911967e-01, -9.198175e-01, 3.426070e-01
3.320000e+01, -5.808859e-01, 1.356543e-02, -8.138720e-01, -5.194049e-01, -7.762826e-01, 3.572168e-01
3.330000e+01, -3.953942e-01, 7.103486e-02, -9.157606e-01, -7.854953e-01, -5.451776e-01, 2.928798e-01
3.340000e+01, -1.914915e-01, 6.525801e-02, -9.793224e-01, -9.531527e-01, -2.590253e-01, 1.562239e-01
3.350000e+01, 2.871377e-02, -1.458665e-02, -9.994812e-01, -9.986048e-01, 4.392912e-02, -2.930498e-02
3.360000e+01, 1.882005e-01, -1.445509e-01, -9.714348e-01, -9.161307e-01, 3.207193e-01, -2.405072e-01
3.370000e+01, 3.208245e-01, -3.068938e-01, -8.960401e-01, -7.169787e-01, 5.327755e-01, -4.495462e-01
3.380000e+01, 3.543613e-01, -5.069549e-01, -7.857638e-01, -4.280638e-01, 6.525226e-01, -6.252805e-01
3.390000e+01, 3.213823e-01, -6.804361e-01, -6.585743e-01, -8.886505e-02, 6.615451e-01, -7.446214e-01
34, 2.143116e-01, -8.187381e-01, -5.326711e-01, 2.503255e-01, 5.593323e-01, -7.902433e-01
3.410000e+01, 4.467801e-02, -9.126931e-01, -4.061961e-01, 5.470236e-01, 3.597996e-01, -7.558502e-01
3.420000e+01, -1.568381e-01, -9.330394e-01, -3.237891e-01, 7.573568e-01, 9.142293e-02, -6.465698e-01
3.430000e+01, -3.802605e-01, -8.770420e-01, -2.935973e-01, 8.526879e-01, -2.101090e-01, -4.783069e-01
3.440000e+01, -5.701747e-01, -7.676230e-01, -2.926700e-01, 8.207074e-01, -5.025073e-01, -2.718930e-01
3.450000e+01, -7.112944e-01, -6.028910e-01, -3.613623e-01, 6.654202e-01, -7.440378e-01, -6.019637e-02
3.460000e+01, -7.791710e-01, -4.315191e-01, -4.546249e-01, 4.065575e-01, -9.039659e-01, 1.325018e-01
3.470000e+01, -7.839055e-01, -2.386427e-01, -5.731857e-01, 8.353858e-02, -9.573737e-01, 2.765084e-01
3.480000e+01, -6.968767e-01, -7.781297e-02, -7.129573e-01, -2.620067e-01, -8.987682e-01, 3.515227e-01
3.490000e+01, -5.549327e-01, 2.886721e-02, -8.313942e-01, -5.807985e-01, -7.349485e-01, 3.500341e-01
35, -3.564175e-01, 8.961576e-02, -9.300191e-01, -8.293697e-01, -4.893476e-01, 2.696012e-01
3.510000e+01, -1.494528e-01, 6.541081e-02, -9.866029e-01, -9.731648e-01, -1.956797e-01, 1.210776e-01
3.520000e+01, 5.414457e-02, -3.560241e-02, -9.978982e-01, -9.918922e-01, 1.044923e-01, -7.232729e-02
3.530000e+01, 2.206700e-01, -1.795587e-01, -9.586779e-01, -8.835921e-01, 3.714421e-01, -2.851241e-01
3.540000e+01, 3.281592e-01, -3.438619e-01, -8.798128e-01, -6.628524e-01, 5.665565e-01, -4.895308e-01
3.550000e+01, 3.654831e-01, -5.443785e-01, -7.550326e-01, -3.606917e-01, 6.638150e-01, -6.551726e-01
3.560000e+01, 3.009327e-01, -7.189941e-01, -6.264878e-01, -1.792839e-02, 6.501383e-01, -7.596044e-01
3.570000e+01, 1.849006e-01, -8.435072e-01, -5.042889e-01, 3.177804e-01, 5.260170e-01, -7.888737e-01
3.580000e+01, -6.356893e-05, -9.196956e-01, -3.926321e-01, 5.983585e-01, 3.090736e-01, -7.392162e-01
3.590000e+01, -2.089596e-01, -9.264413e-01, -3.131174e-01, 7.873095e-01, 3.030375e-02, -6.158129e-01
36, -4.186115e-01, -8.603005e-01, -2.909424e-01, 8.571494e-01, -2.718458e-01, -4.374869e-01
3.610000e+01, -5.949396e-01, -7.393286e-01, -3.153414e-01, 7.975728e-01, -5.584379e-01, -2.280892e-01
3.620000e+01, -7.346896e-01, -5.696807e-01, -3.683681e-01, 6.191093e-01, -7.851214e-01, -1.696869e-02
3.630000e+01, -7.905665e-01, -3.791729e-01, -4.808665e-01, 3.437629e-01, -9.239226e-01, 1.679111e-01
3.640000e+01, -7.726161e-01, -2.051548e-01, -6.008127e-01, 1.242485e-02, -9.545351e-01, 2.978395e-01
3.650000e+01, -6.779439e-01, -5.602964e-02, -7.329753e-01, -3.320918e-01, -8.726052e-01, 3.581554e-01
3.660000e+01, -5.188107e-01, 4.722218e-02, -8.535839e-01, -6.397060e-01, -6.892953e-01, 3.400708e-01
3.670000e+01, -3.053979e-01, 7.946335e-02, -9.489034e-01, -8.684957e-01, -4.320241e-01, 2.430440e-01
3.680000e+01, -1.058957e-01, 4.136014e-02, -9.935167e-01, -9.874779e-01, -1.337178e-01, 8.370727e-02
3.690000e+01, 1.027886e-01, -5.149653e-02, -9.933693e-01, -9.795673e-01, 1.648064e-01, -1.152686e-01
37, 2.511021e-01, -2.070469e-01, -9.455577e-01, -8.457283e-01, 4.186800e-01, -3.308333e-01
3.710000e+01, 3.395930e-01, -3.952827e-01, -8.534800e-01, -6.050392e-01, 5.959701e-01, -5.279652e-01
3.720000e+01, 3.513179e-01, -5.721330e-01, -7.411070e-01, -2.907731e-01, 6.706659e-01, -6.823916e-01
3.730000e+01, 2.938291e-01, -7.470809e-01, -5.962673e-01, 5.360793e-02, 6.320162e-01, -7.730988e-01
3.740000e+01, 1.436089e-01, -8.641052e-01, -4.823885e-01, 3.819967e-01, 4.877107e-01, -7.849948e-01
3.750000e+01, -3.684373e-02, -9.294240e-01, -3.671697e-01, 6.461109e-01, 2.557132e-01, -7.191325e-01
3.760000e+01, -2.518766e-01, -9.170259e-01, -3.092276e-01, 8.117920e-01, -3.206237e-02, -5.830659e-01
3.770000e+01, -4.552197e-01, -8.397793e-01, -2.958815e-01, 8.553044e-01, -3.344104e-01, -3.957576e-01
3.780000e+01, -6.362909e-01, -7.035246e-01, -3.165233e-01, 7.703636e-01, -6.107209e-01, -1.831936e-01
3.790000e+01, -7.468208e-01, -5.329272e-01, -3.978032e-01, 5.680668e-01, -8.226194e-01, 2.444351e-02
38, -7.905340e-01, -3.462562e-01, -5.051362e-01, 2.780826e-01, -9.394282e-01, 2.003617e-01
3.810000e+01, -7.535299e-01, -1.615957e-01, -6.372436e-01, -6.026984e-02, -9.463227e-01, 3.175546e-01
3.820000e+01, -6.447949e-01, -2.382623e-02, -7.639842e-01, -4.009644e-01, -8.416929e-01, 3.616359e-01
3.830000e+01, -4.719802e-01, 5.244516e-02, -8.800479e-01, -6.949961e-01, -6.411246e-01, 3.254837e-01
3.840000e+01, -2.660536e-01, 8.931924e-02, -9.598112e-01, -9.034367e-01, -3.711476e-01, 2.145962e-01
3.850000e+01, -6.179680e-02, 2.952088e-02, -9.976521e-01, -9.965302e-01, -6.910155e-02, 4.639616e-02
3.860000e+01, 1.372560e-01, -8.816190e-02, -9.866044e-01, -9.620541e-01, 2.214076e-01, -1.594697e-01
3.870000e+01, 2.820976e-01, -2.414572e-01, -9.285038e-01, -8.037920e-01, 4.638662e-01, -3.724869e-01
3.880000e+01, 3.561192e-01, -4.299167e-01, -8.296691e-01, -5.450608e-01, 6.195362e-01, -5.648749e-01
3.890000e+01, 3.477231e-01, -6.202615e-01, -7.031105e-01, -2.194762e-01, 6.717331e-01, -7.075343e-01
39, 2.626621e-01, -7.731578e-01, -5.772657e-01, 1.244511e-01, 6.106973e-01, -7.820235e-01
3.910000e+01, 1.174405e-01, -8.823674e-01, -4.556703e-01, 4.427790e-01, 4.452321e-01, -7.782770e-01
3.920000e+01, -7.871886e-02, -9.302907e-01, -3.582771e-01, 6.897653e-01, 1.979061e-01, -6.964604e-01
3.930000e+01, -2.996138e-01, -9.046299e-01, -3.031111e-01, 8.317317e-01, -9.516596e-02, -5.469605e-01
3.940000e+01, -4.998509e-01, -8.135764e-01, -2.970564e-01, 8.482710e-01, -3.952515e-01, -3.524381e-01
3.950000e+01, -6.608072e-01, -6.742299e-01, -3.297696e-01, 7.369573e-01, -6.614941e-01, -1.389949e-01
3.960000e+01, -7.662257e-01, -4.949123e-01, -4.098291e-01, 5.151593e-01, -8.547209e-01, 6.374153e-02
3.970000e+01, -7.909841e-01, -2.994707e-01, -5.335368e-01, 2.109395e-01, -9.502641e-01, 2.291346e-01
3.980000e+01, -7.405331e-01, -1.300557e-01, -6.593150e-01, -1.326307e-01, -9.335099e-01, 3.331191e-01
3.990000e+01, -6.111605e-01, 6.661292e-03, -7.914786e-01, -4.661809e-01, -8.076550e-01, 3.610661e-01
40, -4.266909e-01, 6.891445e-02, -9.017681e-01, -7.460651e-01, -5.899003e-01, 3.088762e-01
4.010000e+01, -2.195611e-01, 7.114480e-02, -9.730012e-01, -9.328346e-01, -3.094148e-01, 1.846133e-01
4.020000e+01, -4.670936e-03, 1.046730e-02, -9.999343e-01, -9.999694e-01, -6.216451e-03, 4.745492e-03
4.030000e+01, 1.710489e-01, -1.232354e-01, -9.775251e-01, -9.388202e-01, 2.770966e-01, -2.045339e-01
4.040000e+01, 2.908326e-01, -2.874566e-01, -9.125706e-01, -7.577343e-01, 5.031273e-01, -4.155739e-01
4.050000e+01, 3.563746e-01, -4.653237e-01, -8.102290e-01, -4.817362e-01, 6.398948e-01, -5.987194e-01
4.060000e+01, 3.381099e-01, -6.522239e-01, -6.784436e-01, -1.486264e-01, 6.679734e-01, -7.291925e-01
4.070000e+01, 2.339015e-01, -7.989922e-01, -5.539870e-01, 1.956585e-01, 5.842064e-01, -7.876679e-01
4.080000e+01, 7.507237e-02, -9.028340e-01, -4.233851e-01, 5.016932e-01, 4.005880e-01, -7.667028e-01
4.090000e+01, -1.225286e-01, -9.309951e-01, -3.438529e-01, 7.290388e-01, 1.405226e-01, -6.698924e-01
41, -3.379335e-01, -8.920112e-01, -3.001948e-01, 8.453820e-01, -1.586690e-01, -5.100523e-01
4.110000e+01, -5.328762e-01, -7.915129e-01, -2.992496e-01, 8.357592e-01, -4.542271e-01, -3.085197e-01
4.120000e+01, -6.890648e-01, -6.357460e-01, -3.478746e-01, 6.998677e-01, -7.079488e-01, -9.483542e-02
4.130000e+01, -7.797655e-01, -4.549092e-01, -4.301434e-01, 4.565100e-01, -8.838807e-01, 1.017520e-01
4.140000e+01, -7.908880e-01, -2.682190e-01, -5.500497e-01, 1.412037e-01, -9.563872e-01, 2.557048e-01
4.150000e+01, -7.135722e-01, -1.085657e-01, -6.921186e-01, -2.036882e-01, -9.162217e-01, 3.450347e-01
4.160000e+01, -5.851014e-01, 1.414487e-02, -8.108367e-01, -5.298873e-01, -7.695378e-01, 3.564142e-01
4.170000e+01, -3.984453e-01, 8.064791e-02, -9.136396e-01, -7.935804e-01, -5.354200e-01, 2.890597e-01
4.180000e+01, -1.853137e-01, 7.470514e-02, -9.798357e-01, -9.570317e-01, -2.477918e-01, 1.506302e-01
4.190000e+01, 2.069162e-02, -8.801521e-03, -9.997472e-01, -9.978416e-01, 5.448439e-02, -3.665453e-02
42, 2.073694e-01, -1.436575e-01, -9.676572e-01, -9.104205e-01, 3.303677e-01, -2.489814e-01
4.210000e+01, 3.075306e-01, -3.274483e-01, -8.934218e-01, -7.073876e-01, 5.398491e-01, -4.562518e-01
4.220000e+01, 3.679907e-01, -5.099484e-01, -7.775188e-01, -4.153854e-01, 6.558107e-01, -6.303707e-01
4.230000e+01, 3.201834e-01, -6.818816e-01, -6.576626e-01, -7.709769e-02, 6.604306e-01, -7.469186e-01
4.240000e+01, 2.033082e-01, -8.316573e-01, -5.167320e-01, 2.637408e-01, 5.535965e-01, -7.899188e-01
4.250000e+01, 4.587226e-02, -9.124666e-01, -4.065716e-01, 5.568722e-01, 3.523790e-01, -7.521452e-01
4.260000e+01, -1.738083e-01, -9.281200e-01, -3.292170e-01, 7.627188e-01, 8.068119e-02, -6.416780e-01
4.270000e+01, -3.803036e-01, -8.791765e-01, -2.870852e-01, 8.542169e-01, -2.219088e-01, -4.701808e-01
4.280000e+01, -5.747356e-01, -7.603761e-01, -3.025015e-01, 8.170714e-01, -5.121931e-01, -2.646745e-01
4.290000e+01, -7.079230e-01, -6.092572e-01, -3.572823e-01, 6.572000e-01, -7.519550e-01, -5.149592e-02
43, -7.875505e-01, -4.188473e-01, -4.520300e-01, 3.963913e-01, -9.074967e-01, 1.390099e-01
4.310000e+01, -7.811350e-01, -2.320429e-01, -5.796415e-01, 7.130490e-02, -9.572865e-01, 2.802110e-01
4.320000e+01, -6.949515e-01, -6.837142e-02, -7.157987e-01, -2.747073e-01, -8.943081e-01, 3.531982e-01
4.330000e+01, -5.387527e-01, 3.143079e-02, -8.418775e-01, -5.917414e-01, -7.266253e-01, 3.490812e-01
4.340000e+01, -3.480594e-01, 7.575292e-02, -9.344069e-01, -8.370539e-01, -4.784280e-01, 2.654195e-01
4.350000e+01, -1.258806e-01, 6.304921e-02, -9.900398e-01, -9.761751e-01, -1.840711e-01, 1.148912e-01
4.360000e+01, 7.212812e-02, -3.664726e-02, -9.967219e-01, -9.901926e-01, 1.148714e-01, -7.951804e-02
4.370000e+01, 2.239249e-01, -1.815482e-01, -9.575479e-01, -8.769424e-01, 3.800605e-01, -2.941532e-01
4.380000e+01, 3.350397e-01, -3.583285e-01, -8.714064e-01, -6.517560e-01, 5.728496e-01, -4.970487e-01
4.390000e+01, 3.600915e-01, -5.415539e-01, -7.596404e-01, -3.483637e-01, 6.657151e-01, -6.598986e-01
44, 3.117644e-01, -7.191685e-01, -6.209667e-01, -3.732598e-03, 6.471313e-01, -7.623694e-01
4.410000e+01, 1.768136e-01, -8.454190e-01, -5.039878e-01, 3.298741e-01, 5.189349e-01, -7.885998e-01
4.420000e+01, 4.728927e-03, -9.219645e-01, -3.872454e-01, 6.071371e-01, 2.998863e-01, -7.358348e-01
4.430000e+01, -2.139642e-01, -9.258745e-01, -3.114093e-01, 7.924224e-01, 1.961652e-02, -6.096573e-01
4.440000e+01, -4.276961e-01, -8.552616e-01, -2.925810e-01, 8.567453e-01, -2.842276e-01, -4.303512e-01
4.450000e+01, -6.019274e-01, -7.340850e-01, -3.143288e-01, 7.930643e-01, -5.679493e-01, -2.201877e-01
4.460000e+01, -7.341571e-01, -5.600833e-01, -3.838230e-01, 6.106181e-01, -7.918744e-01, -8.973075e-03
4.470000e+01, -7.898401e-01, -3.783382e-01, -4.827140e-01, 3.323020e-01, -9.269545e-01, 1.741573e-01
4.480000e+01, -7.658837e-01, -1.958784e-01, -6.124164e-01, -1.267691e-03, -9.533891e-01, 3.017409e-01
4.490000e+01, -6.681405e-01, -4.211800e-02, -7.428421e-01, -3.436306e-01, -8.675063e-01, 3.596538e-01
45, -5.132007e-01, 5.439870e-02, -8.565430e-01, -6.492192e-01, -6.813625e-01, 3.380230e-01
4.510000e+01, -3.001136e-01, 7.810984e-02, -9.507001e-01, -8.751294e-01, -4.205543e-01, 2.393379e-01
